[2016-09-05 18:15:16,049 - ReplayDB.py:48 -             __init__() ] Connected to database /data/ascar/ascar_replay_db.sqlite
[2016-09-05 18:16:09,135 - DQLDaemon.py:147 -                start() ] Finished training step in 0.09871482849121094 seconds
[2016-09-05 18:16:09,136 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8653197288513184 seconds
[2016-09-05 18:16:10,015 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:10,039 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:10,043 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:10,050 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:10,053 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:10,069 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:10,069 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:10,070 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:10,071 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:10,071 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:10,075 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:10,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:10,091 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:10,093 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:10,100 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:10,101 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:10,102 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:10,112 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:10,114 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:10,149 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:10,154 - DQLDaemon.py:147 -                start() ] Finished training step in 0.11466574668884277 seconds
[2016-09-05 18:16:10,154 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8615643978118896 seconds
[2016-09-05 18:16:11,041 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:11,044 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:11,051 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:11,056 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:11,057 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:11,059 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:11,062 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:11,067 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:11,074 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:11,074 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:11,087 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:11,089 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:11,090 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:11,096 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:11,104 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:11,108 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:11,110 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:11,116 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:11,123 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:11,129 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:11,135 - DQLDaemon.py:147 -                start() ] Finished training step in 0.09030556678771973 seconds
[2016-09-05 18:16:11,135 - DQLDaemon.py:159 -                start() ] Sleeping for 0.9067652225494385 seconds
[2016-09-05 18:16:12,051 - discrete_deepq.py:251 -               action() ] Chose calculated action 0
[2016-09-05 18:16:12,053 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:12,055 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:12,056 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:12,064 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:12,067 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:12,068 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:12,074 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:12,075 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:12,090 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:12,091 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:12,092 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:12,094 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:12,097 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:12,102 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:12,109 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:12,109 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:12,111 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:12,123 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:12,153 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 31
[2016-09-05 18:16:12,158 - DQLDaemon.py:147 -                start() ] Finished training step in 0.10435962677001953 seconds
[2016-09-05 18:16:12,158 - DQLDaemon.py:159 -                start() ] Sleeping for 0.89316725730896 seconds
[2016-09-05 18:16:13,060 - discrete_deepq.py:247 -               action() ] Randomly chose action 2
[2016-09-05 18:16:13,098 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:13,101 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:13,101 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:13,102 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:13,106 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:13,107 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:13,117 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:13,122 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:13,124 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:13,126 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:13,127 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:13,129 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:13,129 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:13,130 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:13,130 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:13,134 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:13,139 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:13,144 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124567
[2016-09-05 18:16:13,145 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:13,147 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:13,150 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:13,158 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:13,166 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:13,176 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:13,181 - DQLDaemon.py:147 -                start() ] Finished training step in 0.08316779136657715 seconds
[2016-09-05 18:16:13,181 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8808960914611816 seconds
[2016-09-05 18:16:14,065 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:14,067 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:14,069 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:14,112 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124572
[2016-09-05 18:16:14,124 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:14,128 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:14,129 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:14,130 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:14,135 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:14,137 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:14,142 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:14,142 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:14,145 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:14,150 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:14,151 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:14,154 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:14,154 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:14,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:14,162 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:14,170 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:14,176 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:14,183 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:14,184 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:14,187 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:14,201 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:14,206 - DQLDaemon.py:147 -                start() ] Finished training step in 0.1390213966369629 seconds
[2016-09-05 18:16:14,206 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8588674068450928 seconds
[2016-09-05 18:16:15,068 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:15,071 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:15,108 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:15,117 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:15,120 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:15,123 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124567
[2016-09-05 18:16:15,130 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:15,130 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:15,131 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:15,134 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:15,134 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:15,141 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:15,143 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:15,145 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:15,152 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:15,153 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:15,156 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:15,164 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:15,165 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:15,169 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:15,170 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:15,176 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124572
[2016-09-05 18:16:15,186 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:15,196 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:15,197 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:15,222 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:15,227 - DQLDaemon.py:147 -                start() ] Finished training step in 0.15652155876159668 seconds
[2016-09-05 18:16:15,228 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8408012390136719 seconds
[2016-09-05 18:16:16,090 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:16,114 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:16,115 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:16,122 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124572
[2016-09-05 18:16:16,123 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:16,124 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:16,127 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:16,128 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:16,134 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:16,140 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:16,141 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:16,143 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:16,146 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:16,149 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:16,149 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:16,150 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:16,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124567
[2016-09-05 18:16:16,158 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:16,162 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:16,166 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:16,167 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:16,178 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:16,181 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:16,182 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:16,194 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:16,199 - DQLDaemon.py:147 -                start() ] Finished training step in 0.08461141586303711 seconds
[2016-09-05 18:16:16,199 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8911900520324707 seconds
[2016-09-05 18:16:17,110 - discrete_deepq.py:247 -               action() ] Randomly chose action 1
[2016-09-05 18:16:17,119 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:17,122 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:17,123 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:17,135 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:17,140 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:17,150 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124527
[2016-09-05 18:16:17,151 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:17,152 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:17,156 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:17,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:17,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124567
[2016-09-05 18:16:17,158 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:17,159 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:17,161 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:17,168 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:17,171 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:17,171 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:17,174 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:17,174 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:17,176 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124573
[2016-09-05 18:16:17,178 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:17,180 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:17,189 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:17,191 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124575
[2016-09-05 18:16:17,193 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:17,196 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:17,198 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124574
[2016-09-05 18:16:17,200 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124572
[2016-09-05 18:16:17,213 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:17,219 - DQLDaemon.py:147 -                start() ] Finished training step in 0.09948992729187012 seconds
[2016-09-05 18:16:17,219 - DQLDaemon.py:159 -                start() ] Sleeping for 0.8933901786804199 seconds
[2016-09-05 18:16:18,118 - discrete_deepq.py:247 -               action() ] Randomly chose action 0
[2016-09-05 18:16:18,121 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0.0
[2016-09-05 18:16:18,156 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124571
[2016-09-05 18:16:18,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124558
[2016-09-05 18:16:18,157 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:18,159 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124528
[2016-09-05 18:16:18,159 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124574
[2016-09-05 18:16:18,162 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:18,165 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
[2016-09-05 18:16:18,165 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124551
[2016-09-05 18:16:18,168 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124573
[2016-09-05 18:16:18,174 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124563
[2016-09-05 18:16:18,180 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:18,181 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124566
[2016-09-05 18:16:18,181 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124550
[2016-09-05 18:16:18,185 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:18,187 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124572
[2016-09-05 18:16:18,188 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124569
[2016-09-05 18:16:18,192 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124564
[2016-09-05 18:16:18,193 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124529
[2016-09-05 18:16:18,195 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124567
[2016-09-05 18:16:18,196 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124553
[2016-09-05 18:16:18,197 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:18,199 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124555
[2016-09-05 18:16:18,203 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124531
[2016-09-05 18:16:18,204 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124556
[2016-09-05 18:16:18,205 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124575
[2016-09-05 18:16:18,216 - DQLDaemon.py:182 -    _do_training_step() ] Got minibatch of size 32
[2016-09-05 18:16:18,220 - DQLDaemon.py:147 -                start() ] Finished training step in 0.0989997386932373 seconds
[2016-09-05 18:16:18,220 - DQLDaemon.py:159 -                start() ] Sleeping for 0.898625373840332 seconds
[2016-09-05 18:16:19,158 - DQLDaemon.py:199 -      _do_action_step() ] . Skipped taking action.
[2016-09-05 18:16:19,160 - DQLDaemon.py:167 -                start() ] Cumulative reward: 0
[2016-09-05 18:16:19,162 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124573
[2016-09-05 18:16:19,164 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124549
[2016-09-05 18:16:19,167 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124568
[2016-09-05 18:16:19,168 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124530
[2016-09-05 18:16:19,169 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124554
[2016-09-05 18:16:19,174 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124565
[2016-09-05 18:16:19,177 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124552
[2016-09-05 18:16:19,184 - LustreGame.py:223 -       get_mini_batch() ] NotEnoughDataError for ts 1473124557
